Servings,Prep,Brand,Flavor,Class,Serv(g),Cal/Serv,Fat,Na,K,Carbs,Fiber,Sugar,Protein,Date added,Date modified
2,hot,Alpine Aire,Bandito Scramble,Breakfast,50,240,13,340,704,18,1,4,14,3/15/2022 1:29:38,3/15/2022 1:29:38
2,cold,Alpine Aire,Strawberry Granola with Milk,Breakfast,92,360,10,160,,49,4,19,13,3/15/2022 1:29:38,3/15/2022 1:29:38
2,cold,Alpine Aire,Chocolate Mudslide,Dessert,71,280,7,220,892,51,0,33,7,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Cinnamon Apple Crisp,Dessert,57,210,1,30,,57,1,24,1,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Three Berry Crumble,Dessert,53,200,2,65,,56,2,26,1,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Al Pastor with Cilantro Lime Rice,Entrée,87,330,5,450,713,20,1,4,17,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Black Bart Chili with Beef & Beans,Entrée,85,330,7,750,1937,43,4,7,24,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Cheese Enchilada Ranchero,Entrée,88,390,16,610,878,37,2,7,15,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Creamy Beef & Noodles with Mushrooms,Entrée,78,350,15,630,952,37,1,10,17,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Creamy Potato Cheddar Soup,Entrée,50,200,7,630,1002,28,1,6,7,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Forever Young Mac & Cheese,Entrée,99,400,12,1280,757,56,2,7,17,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Grilled Chicken Gumbo,Entrée,78,280,2.5,810,1431,21,1,7,16,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Grilled Chicken Jambalaya,Entrée,85,300,3,970,902,21,2,6,18,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Grilled Chicken Pad Thai,Entrée,84,320,5,900,630,55,1,9,15,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Hearty Beef Stew,Entrée,66,250,6,630,1073,35,3,8,17,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Himalayan Lentils & Rice,Entrée,85,320,3,160,763,31,2,10,11,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Kung Pao Beef,Entrée,85,330,8,870,731,23,3,8,16,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Kung Pao Grilled Chicken,Entrée,85,330,7,860,739,24,3,8,17,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Leonardo Da Fettuccine,Entrée,78,320,10,610,492,44,1,7,15,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Mexican Style Beef Bowl,Entrée,89,330,5,740,829,24,4,4,16,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Mexican Style Veggie Bowl,Entrée,89,310,3,640,820,27,4,5,12,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Mexican-Style Grilled Chicken Bowl,Entrée,88,320,4,730,833,24,4,4,17,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Mountain Chili,Entrée,85,290,2,590,2340,48,7,10,22,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Pasta Primavera with Grilled Chicken,Entrée,82,330,10,710,754,38,2,8,24,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Pasta Roma,Entrée,85,340,8,740,885,49,2,11,17,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Pepper Beef with Rice,Entrée,85,320,4,590,899,27,1,2,13,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Pork Jambalaya,Entrée,85,310,4.5,940,892,20,2,6,15,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Pork Pad Thai,Entrée,84,330,8,870,616,55,1,9,12,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Santa Fe Black Beans & Rice,Entrée,92,320,1,390,1385,25,5,6,11,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Southwestern Style Masa with Beef,Entrée,85,340,10,750,1135,47,1,10,18,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Spicy Grilled Chicken Curry,Entrée,85,310,5,520,811,36,1,17,14,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Spicy Sausage Bolognese,Entrée,94,370,10,530,1467,56,3,14,17,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Spicy Sausage Pasta (Pork),Entrée,71,310,12,340,410,39,0,6,12,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Sweet & Sour Grilled Chicken,Entrée,83,310,2.5,970,366,34,1,13,17,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Sweet and Sour Pork,Entrée,83,320,4.5,970,354,34,1,13,14,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Sweet Potato Chicken and Rice,Entrée,71,270,1.5,310,519,24,1,8,10,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Three Cheese Chicken Pasta,Entrée,71,290,9,550,428,35,2,4,19,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Three Cheese Lasagna,Entrée,73,280,6,440,1072,44,4,11,14,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Alpine Aire,Tuscan Grilled Chicken Alfredo,Entrée,85,340,9,780,628,46,0,8,20,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Backpacker's Pantry,Blueberry Walnut Oats & Quinoa,Breakfast,88,360,10,170,425,30,8,14,19,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Backpacker's Pantry,Cinnamon Apple Oats & Quinoa,Breakfast,108,390,4.5,300,318,44,7,30,15,3/15/2022 1:29:38,3/15/2022 1:29:38
1,cold,Backpacker's Pantry,"Granola with Blueberries, Almonds & Milk",Breakfast,133,620,31,280,486,73,7,33,16,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,Backpacker's Pantry,"Organic Hot Blueberry, Walnut, Oats & Quinoa Cereal",Breakfast,88,360,10,170,425,30,8,14,10,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,Backpacker's Pantry,"Organic Hot Cinnamon, Apple, Oats & Quinoa Cereal",Breakfast,116,360,4.5,230,418,70,8,22,10,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,Backpacker's Pantry,Peanut Butter & Raisin Oatmeal,Breakfast,130,550,20,340,530,42,10,30,16,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,Backpacker's Pantry,Rocky Mountain Scramble,Breakfast,67,290,12,920,676,26,3,6,19,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,Backpacker's Pantry,Summit Breakfast Scramble,Breakfast,60,230,8,730,328,24,6,3,17,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,Backpacker's Pantry,Freeze-Dried Cooked Chicken Breast,Bump,28,110,1,30,161,0,0,0,26,3/15/2022 1:29:38,3/15/2022 1:29:38
1,cold,Backpacker's Pantry,Astronaut Neopolitan Ice Cream Sandwich,Dessert,28,130,4,95,0,21,0,11,2,3/15/2022 1:29:38,3/15/2022 1:29:38
1,cold,Backpacker's Pantry,Astronaut Vanilla Ice Cream Sandwich,Dessert,28,130,4,95,0,21,0,11,2,3/15/2022 1:29:38,3/15/2022 1:29:38
2,cold,Backpacker's Pantry,Crème Brulee,Dessert,64,310,15,360,259,46,0,21,6,3/15/2022 1:29:38,3/15/2022 1:29:38
2,cold,Backpacker's Pantry,Dark Chocolate Cheesecake Mix,Dessert,64,300,15,410,369,45,1,19,6,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Backpacker's Pantry,Mango Sticky Rice,Dessert,74,310,8,25,88,56,2,13,5,3/15/2022 1:29:38,3/15/2022 1:29:38
2,cold,Backpacker's Pantry,Mocha Mousse Pie,Dessert,52,210,3,430,0,41,2,28,5,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Backpacker's Pantry,Chana Masala,Entrée,112,430,7,810,278,77,7,4,14,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Backpacker's Pantry,Chiang Mai Coconut Curry with Beef,Entrée,85,350,12,730,648,51,5,7,13,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Backpacker's Pantry,Fettuccini Alfredo with Chicken,Entrée,95,360,9,870,240,51,1,6,22,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Backpacker's Pantry,Jamaican Style Jerk Rice & Beans with Chicken,Entrée,89,310,2.5,1430,367,56,8,4,17,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Backpacker's Pantry,Kathmandu Curry,Entrée,94,330,2.5,1150,437,63,14,2,16,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Backpacker's Pantry,Lasagna,Entrée,88,340,8,880,895,49,4,11,19,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Backpacker's Pantry,Mashed Potatoes & Gravy with Beef,Entrée,47,180,3,830,498,29,2,2,9,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Backpacker's Pantry,Pad Thai,Entrée,115,460,17,780,985,65,8,14,20,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Backpacker's Pantry,Pad Thai with Chicken,Entrée,103,420,16,710,646,55,5,12,23,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Backpacker's Pantry,Pasta Primavera,Entrée,86,330,7,960,333,54,1,5,14,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Backpacker's Pantry,Risotto with Chicken,Entrée,82,300,3,1220,291,50,2,4,19,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Backpacker's Pantry,Santa Fe Style Rice & Beans with Chicken,Entrée,88,340,8,600,428,49,12,6,20,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Backpacker's Pantry,Shepherd's Potato Stew with Beef,Entrée,60,230,5,940,767,33,4,6,13,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Backpacker's Pantry,"Stroganoff Sauce, Egg Noodles, Beef & Mushrooms",Entrée,74,300,7,1110,297,40,1,5,16,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Backpacker's Pantry,Sweet & Sour Rice and Chicken,Entrée,89,340,6,550,332,56,2,9,19,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Backpacker's Pantry,Three Amigos Veggie Stew,Entrée,79,320,10,540,347,43,12,3,16,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Backpacker's Pantry,Three Cheese Mac & Cheese,Entrée,101,430,15,1130,104,53,2,5,20,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Backpacker's Pantry,Three Sisters Stew,Entrée,108,410,9,720,505,69,13,4,14,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Backpacker's Pantry,Cuban Coconut Rice & Black Beans,Side,111,420,7,820,158,77,14,5,14,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Backpacker's Pantry,Lousiana Red Beans & Rice,Side,85,290,1.5,1100,201,59,9,5,12,3/15/2022 1:29:38,3/15/2022 1:29:38
1,cold,Bushka's Kitchen,Citris Chia Morning Bowl,Breakfast,85,440,28,20,660,43,16,20,8,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Bushka's Kitchen,Cranberry Rice Pudding,Dessert,54,230,7,10,130,38,3,13,3,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Bushka's Kitchen,Sweet Potato Mash,Dessert,55,250,0,620,890,58,8,16,4,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,Bushka's Kitchen,Hearty Harvest Bowl with Wild Boar,Entrée,118,570,21,570,560,63,8,14,30,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,Bushka's Kitchen,Hunter's Pie with Ground Venison,Entrée,135,780,40,940,1780,76,13,20,33,3/15/2022 1:29:38,3/15/2022 1:29:38
1,cold,Bushka's Kitchen,Lentil Lunch,Entrée,130,600,17,760,1170,90,17,18,29,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,Bushka's Kitchen,Unstuffed Pepper with Ground Bison,Entrée,117,570,19,710,1440,65,12,18,31,3/15/2022 1:29:38,3/15/2022 1:29:38
